id,category,level,cefr,answer,sentence_en,sentence_ko,meaning,tts_text,display_sentence,frequency,chunk_type,difficulty_axis,use_case
524,restaurant,2,B1,get a window seat,Can we ___?,창가 자리 받을 수 있을까요?,창가 자리를 잡다,Can we get a window seat?,Can we get a window seat?,high,collocation,usage,"{""restaurant"",""seating""}"
525,restaurant,2,B1,pairs well with,The sommelier said this wine ___ the lamb.,소믈리에가 이 와인은 양고기와 잘 어울린다고 했어요.,~와 잘 어울리다,The sommelier said this wine pairs well with the lamb.,The sommelier said this wine pairs well with the lamb.,mid,collocation,usage,"{""restaurant"",""drinks""}"
526,restaurant,2,B1,bring the check,Could you ___ when you get a chance?,시간 되실 때 계산서 좀 가져다주시겠어요?,계산서를 가져오다,Could you bring the check when you get a chance?,Could you bring the check when you get a chance?,high,collocation,usage,"{""restaurant"",""payment""}"
527,restaurant,2,B1,make a substitution,Is it possible to ___?,재료를 바꿀 수 있을까요?,대체 재료를 요청하다,Is it possible to make a substitution?,Is it possible to make a substitution?,mid,collocation,spelling,"{""restaurant"",""dietary""}"
528,restaurant,2,B1,pay by card,We'd like to ___.,카드로 결제하고 싶어요.,카드로 지불하다,We'd like to pay by card.,We'd like to pay by card.,high,collocation,usage,"{""restaurant"",""payment""}"
529,restaurant,2,B1,hold the,Can you ___ onions on mine?,제 것엔 양파를 빼 주시겠어요?,~을 빼다 (음식 주문 시),Can you hold the onions on mine?,Can you hold the onions on mine?,high,sentence_frame,usage,"{""restaurant"",""ordering""}"
530,restaurant,2,B1,warm up,Could you ___ this dish for me?,이 음식 좀 데워 주시겠어요?,데우다,Could you warm up this dish for me?,Could you warm up this dish for me?,high,phrasal_verb,usage,"{""restaurant"",""service""}"
531,restaurant,2,B1,wrap up,Could you ___ the rest for me?,남은 거 포장해 주시겠어요?,포장하다,Could you wrap up the rest for me?,Could you wrap up the rest for me?,high,phrasal_verb,usage,"{""restaurant"",""food""}"
532,restaurant,2,B1,dairy-free,Is there a ___ option on the menu?,유제품이 없는 메뉴가 있나요?,유제품이 없는,Is there a dairy-free option on the menu?,Is there a dairy-free option on the menu?,mid,collocation,spelling,"{""restaurant"",""dietary""}"
533,restaurant,2,B1,bring out,Can you ___ the food together?,음식을 다 같이 내와 주시겠어요?,음식을 내오다,Can you bring out the food together?,Can you bring out the food together?,high,phrasal_verb,usage,"{""restaurant"",""service""}"
534,restaurant,2,B1,extra charge,Is there an ___ for that?,그거 추가 요금이 있나요?,추가 요금,Is there an extra charge for that?,Is there an extra charge for that?,high,collocation,usage,"{""restaurant"",""payment""}"
535,restaurant,2,B1,take away,Is this for here or ___?,"여기서 드실 건가요, 포장이세요?","포장하다, 테이크아웃",Is this for here or take away?,Is this for here or take away?,high,phrasal_verb,usage,"{""restaurant"",""ordering""}"
536,restaurant,2,B1,high chair,Do you have a ___ for my toddler?,아이를 위한 유아용 의자가 있나요?,유아용 의자,Do you have a high chair for my toddler?,Do you have a high chair for my toddler?,mid,collocation,meaning,"{""restaurant"",""family"",""seating""}"
537,restaurant,2,B1,a quiet table,Could we have ___ in the back?,안쪽에 조용한 자리 좀 주시겠어요?,조용한 자리,Could we have a quiet table in the back?,Could we have a quiet table in the back?,mid,collocation,usage,"{""restaurant"",""seating""}"
538,restaurant,2,B1,skip the appetizer,I'll ___ and go straight to the main.,애피타이저는 건너뛰고 메인 코스로 바로 갈게요.,애피타이저를 건너뛰다,I'll skip the appetizer and go straight to the main.,I'll skip the appetizer and go straight to the main.,mid,collocation,usage,"{""restaurant"",""ordering""}"
539,restaurant,2,B1,take turns paying,We usually ___ when we go out.,우리는 외식할 때 보통 번갈아 가며 계산해요.,번갈아 가며 계산하다,We usually take turns paying when we go out.,We usually take turns paying when we go out.,mid,collocation,usage,"{""restaurant"",""payment""}"
540,restaurant,2,B1,get a corner booth,Can we ___?,코너 칸막이 자리 받을 수 있을까요?,코너 부스 자리를 잡다,Can we get a corner booth?,Can we get a corner booth?,mid,collocation,meaning,"{""restaurant"",""seating""}"
541,restaurant,2,B1,have it your way,You can ___ with any toppings you like.,원하는 토핑으로 마음대로 하시면 돼요.,원하는 대로 하다,You can have it your way with any toppings you like.,You can have it your way with any toppings you like.,mid,idiom,meaning,"{""restaurant"",""ordering""}"
542,restaurant,2,B1,complimentary,The bread basket is ___ this evening.,오늘 저녁 빵 바구니는 무료로 드려요.,무료로 제공되는,The bread basket is complimentary this evening.,The bread basket is complimentary this evening.,mid,single_word,spelling,"{""restaurant"",""payment""}"
543,restaurant,2,B1,waiting list,Can I get on the ___?,대기 명단에 올릴 수 있을까요?,대기 명단,Can I get on the waiting list?,Can I get on the waiting list?,mid,collocation,usage,"{""restaurant"",""booking""}"
544,restaurant,2,B1,rush hour,It gets crowded during ___ at noon.,점심 러시 타임에는 많이 붐벼요.,혼잡 시간대,It gets crowded during rush hour at noon.,It gets crowded during rush hour at noon.,mid,collocation,meaning,"{""restaurant"",""seating""}"
545,restaurant,2,B1,dress code,Is there a ___ for this restaurant?,이 레스토랑에 복장 규정이 있나요?,복장 규정,Is there a dress code for this restaurant?,Is there a dress code for this restaurant?,mid,collocation,meaning,"{""restaurant"",""booking""}"
546,restaurant,2,B1,two for one,They have a ___ deal on cocktails tonight.,오늘 밤 칵테일 1+1 행사를 해요.,하나 사면 하나 무료,They have a two for one deal on cocktails tonight.,They have a two for one deal on cocktails tonight.,mid,collocation,usage,"{""restaurant"",""payment"",""drinks""}"
547,restaurant,2,B1,set menu,The ___ for tonight includes soup and dessert.,오늘 밤 세트 메뉴에는 수프와 디저트가 포함돼요.,정해진 코스 세트,The set menu for tonight includes soup and dessert.,The set menu for tonight includes soup and dessert.,mid,collocation,usage,"{""restaurant"",""ordering""}"
548,restaurant,2,B1,table manners,Good ___ make a great impression.,좋은 식사 예절은 좋은 인상을 남겨요.,식사 예절,Good table manners make a great impression.,Good table manners make a great impression.,mid,collocation,usage,"{""restaurant"",""social""}"
549,restaurant,2,B1,cancel my reservation,I need to ___.,예약을 취소해야 할 것 같아요.,예약을 취소하다,I need to cancel my reservation.,I need to cancel my reservation.,high,collocation,usage,"{""restaurant"",""booking""}"
550,restaurant,2,B1,appetizer,Can we start with an ___?,애피타이저로 시작할 수 있을까요?,애피타이저,Can we start with an appetizer?,Can we start with an appetizer?,high,single_word,spelling,"{""restaurant"",""ordering""}"
551,restaurant,2,B1,half portion,Can I get a ___ of the pasta?,파스타 하프 사이즈로 주시겠어요?,반인분,Can I get a half portion of the pasta?,Can I get a half portion of the pasta?,mid,collocation,usage,"{""restaurant"",""ordering""}"
552,restaurant,2,B1,corkage fee,Do you charge a ___?,콜키지 요금을 받나요?,콜키지 요금,Do you charge a corkage fee?,Do you charge a corkage fee?,low,collocation,meaning,"{""restaurant"",""drinks"",""payment""}"
553,restaurant,2,B1,split into,Can we ___ two separate bills?,계산서를 두 장으로 나눌 수 있을까요?,나누다,Can we split into two separate bills?,Can we split into two separate bills?,high,phrasal_verb,usage,"{""restaurant"",""payment""}"
554,restaurant,2,B1,catch up over,Let's ___ dinner this week.,이번 주에 저녁 먹으면서 근황 얘기해요.,~하면서 근황을 나누다,Let's catch up over dinner this week.,Let's catch up over dinner this week.,high,phrasal_verb,usage,"{""restaurant"",""social""}"
555,restaurant,2,B1,serve,Do you ___ breakfast on weekends?,주말에도 아침 식사를 제공하나요?,제공하다,Do you serve breakfast on weekends?,Do you serve breakfast on weekends?,high,single_word,usage,"{""restaurant"",""ordering""}"
556,restaurant,2,B1,make room for,Can you ___ one more guest?,손님 한 명 더 자리를 만들어 주실 수 있을까요?,~을 위한 자리를 만들다,Can you make room for one more guest?,Can you make room for one more guest?,mid,collocation,usage,"{""restaurant"",""seating""}"
557,restaurant,2,B1,go easy on,Can you ___ the salt for me?,소금을 조금 줄여서 해 주시겠어요?,~을 조금만 쓰다,Can you go easy on the salt for me?,Can you go easy on the salt for me?,high,phrasal_verb,usage,"{""restaurant"",""ordering"",""dietary""}"
558,restaurant,2,B1,long wait,Is there usually a ___ for a table?,자리를 기다리는 시간이 보통 길어요?,긴 대기 시간,Is there usually a long wait for a table?,Is there usually a long wait for a table?,high,collocation,usage,"{""restaurant"",""seating""}"
559,restaurant,2,B1,check in,We have a reservation and need to ___.,예약이 있어서 체크인해야 해요.,도착 확인을 하다,We have a reservation and need to check in.,We have a reservation and need to check in.,high,phrasal_verb,usage,"{""restaurant"",""booking""}"
560,restaurant,2,B1,opening hours,Can you tell me your ___?,영업 시간을 알려 주시겠어요?,영업 시간,Can you tell me your opening hours?,Can you tell me your opening hours?,high,collocation,usage,"{""restaurant"",""booking""}"
561,restaurant,3,B2-C1,to die for,Their cheesecake is ___.,거기 치즈케이크는 끝내줘요.,기막히게 좋은,Their cheesecake is to die for.,Their cheesecake is to die for.,high,idiom,meaning,"{""restaurant"",""compliment""}"
562,restaurant,3,B2-C1,an acquired taste,Blue cheese is ___.,블루치즈는 차차 좋아지는 맛이에요.,차차 좋아지는 맛,Blue cheese is an acquired taste.,Blue cheese is an acquired taste.,high,idiom,meaning,"{""restaurant"",""food""}"
563,restaurant,3,B2-C1,grab a bite,Let's ___ before the movie.,영화 전에 간단히 뭐 좀 먹어요.,간단히 먹다,Let's grab a bite before the movie.,Let's grab a bite before the movie.,high,collocation,meaning,"{""restaurant"",""daily""}"
564,restaurant,3,B2-C1,wine and dine,They ___ their clients regularly.,그들은 고객을 정기적으로 융숭히 대접해요.,융숭히 대접하다,They wine and dine their clients regularly.,They wine and dine their clients regularly.,mid,idiom,meaning,"{""restaurant"",""work"",""social""}"
565,restaurant,3,B2-C1,had a sweet tooth,I've always ___.,전 늘 단것을 좋아했어요.,단것을 좋아했다,I've always had a sweet tooth.,I've always had a sweet tooth.,high,idiom,meaning,"{""restaurant"",""food""}"
566,restaurant,3,B2-C1,food coma,I'm in a ___ after that buffet.,그 뷔페 먹고 나니 식곤증이 와요.,과식 후 졸림,I'm in a food coma after that buffet.,I'm in a food coma after that buffet.,high,collocation,meaning,"{""restaurant"",""food""}"
567,restaurant,3,B2-C1,save room for,Make sure to ___ dessert.,디저트 먹을 배는 남겨 두세요.,~할 여지를 남기다,Make sure to save room for dessert.,Make sure to save room for dessert.,high,collocation,usage,"{""restaurant"",""food""}"
568,restaurant,3,B2-C1,melts in your mouth,This wagyu beef just ___.,이 와규 소고기는 입에서 살살 녹아요.,입에서 녹다,This wagyu beef just melts in your mouth.,This wagyu beef just melts in your mouth.,high,idiom,meaning,"{""restaurant"",""compliment""}"
569,restaurant,3,B2-C1,a hole in the wall,"It's ___, but the food is amazing.",허름한 가게지만 음식은 훌륭해요.,허름한 작은 식당,"It's a hole in the wall, but the food is amazing.","It's a hole in the wall, but the food is amazing.",high,idiom,meaning,"{""restaurant"",""social""}"
570,restaurant,3,B2-C1,eats like a horse,My brother ___ after the gym.,내 남동생은 헬스 후에 엄청 많이 먹어요.,엄청 많이 먹다,My brother eats like a horse after the gym.,My brother eats like a horse after the gym.,mid,idiom,meaning,"{""restaurant"",""food""}"
571,restaurant,3,B2-C1,whets your appetite,That trailer really ___.,그 예고편이 정말 식욕을 돋워요.,식욕을 돋우다,That trailer really whets your appetite.,That trailer really whets your appetite.,mid,collocation,spelling,"{""restaurant"",""food""}"
572,restaurant,3,B2-C1,on a diet,I'll pass on dessert; I'm ___.,"디저트는 사양할게요, 다이어트 중이라.",다이어트 중인,I'll pass on dessert; I'm on a diet.,I'll pass on dessert; I'm on a diet.,high,collocation,usage,"{""restaurant"",""dietary""}"
573,restaurant,3,B2-C1,polished off,He ___ the whole pizza in minutes.,그는 몇 분 만에 피자를 통째로 해치웠어요.,다 먹어 치웠다,He polished off the whole pizza in minutes.,He polished off the whole pizza in minutes.,mid,phrasal_verb,meaning,"{""restaurant"",""food""}"
574,restaurant,3,B2-C1,a feast for the eyes,The dish was ___.,그 요리는 보는 것만으로도 즐거웠어요.,보기에도 즐거운 것,The dish was a feast for the eyes.,The dish was a feast for the eyes.,mid,idiom,meaning,"{""restaurant"",""compliment""}"
575,restaurant,3,B2-C1,hit the spot,That cold drink really ___.,그 시원한 음료가 딱 좋았어요.,"딱 좋다, 만족스럽다",That cold drink really hit the spot.,That cold drink really hit the spot.,high,idiom,meaning,"{""restaurant"",""compliment""}"
576,restaurant,3,B2-C1,comfort food,Soup is my favorite ___.,수프는 제가 제일 좋아하는 위안 음식이에요.,위안이 되는 음식,Soup is my favorite comfort food.,Soup is my favorite comfort food.,high,collocation,meaning,"{""restaurant"",""food"",""emotion""}"
577,restaurant,3,B2-C1,bit off more than he could chew,He ordered five dishes and ___.,그는 요리를 다섯 개나 시켜서 감당이 안 됐어요.,감당 못 할 일을 벌이다 (과거형),He ordered five dishes and bit off more than he could chew.,He ordered five dishes and bit off more than he could chew.,mid,idiom,meaning,"{""restaurant"",""food""}"
578,restaurant,3,B2-C1,a real foodie,My sister is ___.,제 언니는 진정한 미식가예요.,진정한 미식가,My sister is a real foodie.,My sister is a real foodie.,high,collocation,meaning,"{""restaurant"",""social""}"
579,restaurant,3,B2-C1,washed it down with,I ___ a cold beer.,시원한 맥주 한 잔으로 곁들여 넘겼어요.,~로 곁들여 마시다 (과거형),I washed it down with a cold beer.,I washed it down with a cold beer.,mid,phrasal_verb,usage,"{""restaurant"",""drinks""}"
